title,image,price,availability,categories,tags,description
Whiscash,https://scrapeme.live/wp-content/uploads/2018/08/340.png,179.00,266,"Pokemon, Whiskers","Oblivious, whiscash, Whiskers","If Whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This Pokémon has the ability to predict real earthquakes."
Corphish,https://scrapeme.live/wp-content/uploads/2018/08/341.png,178.00,62,"Pokemon, Ruffian","corphish, Ruffian, Shell Armor",Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokémon has no trouble living in filthy water.
Crawdaunt,https://scrapeme.live/wp-content/uploads/2018/08/342.png,173.00,21,"Pokemon, Rogue","crawdaunt, Rogue, Shell Armor","Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokémon hides in its streambed burrow to avoid attack from its foes."
Baltoy,https://scrapeme.live/wp-content/uploads/2018/08/343.png,167.00,159,"Clay Doll, Pokemon","baltoy, Clay Doll, Levitate","As soon as it spots others of its kind, Baltoy congregates with them and then begins crying noisily in unison. This Pokémon sleeps while cleverly balancing itself on its one foot."
Claydol,https://scrapeme.live/wp-content/uploads/2018/08/344.png,197.00,128,"Clay Doll, Pokemon","Clay Doll, claydol, Levitate","Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This Pokémon shoots beams from both its hands."
Lileep,https://scrapeme.live/wp-content/uploads/2018/08/345.png,87.00,268,"Pokemon, Sea Lily","lileep, Sea Lily, Suction Cups","Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokémon intently scans for prey with its two eyes."
Cradily,https://scrapeme.live/wp-content/uploads/2018/08/346.png,154.00,183,"Barnacle, Pokemon","Barnacle, cradily, Suction Cups","Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This Pokémon secretes a strong digestive fluid from its tentacles."
Anorith,https://scrapeme.live/wp-content/uploads/2018/08/347.png,64.00,222,"Old Shrimp, Pokemon","anorith, Battle Armor, Old Shrimp","Anorith is said to be a type of Pokémon predecessor, with eight wings at the sides of its body. This Pokémon swam in the primordial sea by undulating these eight wings."
Armaldo,https://scrapeme.live/wp-content/uploads/2018/08/348.png,42.00,78,"Plate, Pokemon","armaldo, Battle Armor, Plate","Armaldo is a Pokémon species that became extinct in prehistoric times. This Pokémon is said to have walked on its hind legs, which would have been more convenient for life on land."
Feebas,https://scrapeme.live/wp-content/uploads/2018/08/349.png,194.00,146,"Fish, Pokemon","feebas, Fish, Oblivious","While Feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this Pokémon is also slow and dimwitted, making it an easy catch."
Milotic,https://scrapeme.live/wp-content/uploads/2018/08/350.png,152.00,79,"Pokemon, Tender","Marvel Scale, milotic, Tender","Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts."
Castform,https://scrapeme.live/wp-content/uploads/2018/08/351.png,119.00,131,"Pokemon, Weather","castform, Forecast, Weather","Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds. This Pokémon’s feelings change with the weather."
Kecleon,https://scrapeme.live/wp-content/uploads/2018/08/352.png,100.00,53,"Color Swap, Pokemon","Color Change, Color Swap, kecleon","Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target."
Shuppet,https://scrapeme.live/wp-content/uploads/2018/08/353.png,174.00,138,"Pokemon, Puppet","Insomnia, Puppet, shuppet","Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people."
Banette,https://scrapeme.live/wp-content/uploads/2018/08/354.png,104.00,233,"Marionette, Pokemon","banette, Insomnia, Marionette","A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth."
Duskull,https://scrapeme.live/wp-content/uploads/2018/08/355.png,139.00,75,"Pokemon, Requiem","duskull, Levitate, Requiem",Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.
Dusclops,https://scrapeme.live/wp-content/uploads/2018/08/356.png,39.00,82,"Beckon, Pokemon","Beckon, dusclops, Pressure","Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding."
Tropius,https://scrapeme.live/wp-content/uploads/2018/08/357.png,196.00,66,"Fruit, Pokemon","Chlorophyll, fruit, tropius",Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.
Chimecho,https://scrapeme.live/wp-content/uploads/2018/08/358.png,51.00,43,"Pokemon, Wind Chime","chimecho, Levitate, Wind Chime","In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them."
Absol,https://scrapeme.live/wp-content/uploads/2018/08/359.png,134.00,59,"Disaster, Pokemon","absol, Disaster, Pressure","Absol has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This Pokémon very rarely ventures down from the mountains."
Wynaut,https://scrapeme.live/wp-content/uploads/2018/08/360.png,168.00,155,"Bright, Pokemon","Bright, Shadow Tag, wynaut","Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks."
Snorunt,https://scrapeme.live/wp-content/uploads/2018/08/361.png,82.00,80,"Pokemon, Snow Hat","Inner Focus, snorunt, Snow Hat",Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.
Glalie,https://scrapeme.live/wp-content/uploads/2018/08/362.png,178.00,14,"Face, Pokemon","Face, glalie, Inner Focus","Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion."
Spheal,https://scrapeme.live/wp-content/uploads/2018/08/363.png,193.00,170,"Clap, Pokemon","Clap, spheal, Thick Fat","Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea."
Sealeo,https://scrapeme.live/wp-content/uploads/2018/08/364.png,160.00,171,"Ball Roll, Pokemon","Ball Roll, sealeo, Thick Fat","Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object’s aroma and texture to determine whether it likes the object or not."
Walrein,https://scrapeme.live/wp-content/uploads/2018/08/365.png,27.00,226,"Ice Break, Pokemon","Ice Break, Thick Fat, walrein","Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly."
Clamperl,https://scrapeme.live/wp-content/uploads/2018/08/366.png,48.00,139,"Bivalve, Pokemon","Bivalve, clamperl, Shell Armor","Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution."
Huntail,https://scrapeme.live/wp-content/uploads/2018/08/367.png,52.00,54,"Deep Sea, Pokemon","Deep Sea, huntail, Swift Swim","Huntail’s tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake."
Gorebyss,https://scrapeme.live/wp-content/uploads/2018/08/368.png,150.00,165,"Pokemon, South Sea","gorebyss, South Sea, Swift Swim","Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids."
Relicanth,https://scrapeme.live/wp-content/uploads/2018/08/369.png,157.00,14,"Longevity, Pokemon","Longevity, relicanth, Rock Head",Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.
Luvdisc,https://scrapeme.live/wp-content/uploads/2018/08/370.png,44.00,190,"Pokemon, Rendezvous","luvdisc, Rendezvous, Swift Swim",Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.
Bagon,https://scrapeme.live/wp-content/uploads/2018/08/371.png,34.00,232,"Pokemon, Rock Head","bagon, Rock Head","Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles."
Shelgon,https://scrapeme.live/wp-content/uploads/2018/08/372.png,56.00,76,"Endurance, Pokemon","Endurance, Rock Head, shelgon","Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern."
Salamence,https://scrapeme.live/wp-content/uploads/2018/08/373.png,62.00,242,"Dragon, Pokemon","Dragon, Intimidate, salamence","By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth."
Beldum,https://scrapeme.live/wp-content/uploads/2018/08/374.png,122.00,93,"Iron Ball, Pokemon","beldum, Clear Body, Iron Ball","Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear."
Metang,https://scrapeme.live/wp-content/uploads/2018/08/375.png,78.00,227,"Iron Claw, Pokemon","Clear Body, Iron Claw, metang","When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed."
Metagross,https://scrapeme.live/wp-content/uploads/2018/08/376.png,170.00,177,"Iron Leg, Pokemon","Clear Body, Iron Leg, metagross","Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach."
Regirock,https://scrapeme.live/wp-content/uploads/2018/08/377.png,66.00,65,"Pokemon, Rock Peak","Clear Body, regirock, Rock Peak","Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations."
Regice,https://scrapeme.live/wp-content/uploads/2018/08/378.png,165.00,107,"Iceberg, Pokemon","Clear Body, Iceberg, regice","Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma."
Registeel,https://scrapeme.live/wp-content/uploads/2018/08/379.png,196.00,67,"Iron, Pokemon","Clear Body, Iron, registeel",Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.
Latias,https://scrapeme.live/wp-content/uploads/2018/08/380.png,126.00,245,"Eon, Pokemon","Eon, latias, Levitate",Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.
Latios,https://scrapeme.live/wp-content/uploads/2018/08/381.png,166.00,197,"Eon, Pokemon","Eon, latios, Levitate",Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.
Kyogre,https://scrapeme.live/wp-content/uploads/2018/08/382.png,27.00,136,"Pokemon, Sea Basin","Drizzle, kyogre, Sea Basin","Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature."
Groudon,https://scrapeme.live/wp-content/uploads/2018/08/383.png,124.00,138,"Continent, Pokemon","Continent, Drought, groudon","Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world."
Rayquaza,https://scrapeme.live/wp-content/uploads/2018/08/384.png,97.00,31,"Pokemon, Sky High","Air Lock, rayquaza, Sky High","It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve."
Jirachi,https://scrapeme.live/wp-content/uploads/2018/08/385.png,111.00,294,"Pokemon, Wish","jirachi, Serene Grace, Wish",Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.
Turtwig,https://scrapeme.live/wp-content/uploads/2018/08/387.png,101.00,254,"Pokemon, Tiny Leaf","Overgrow, Tiny Leaf, turtwig","It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty."
Grotle,https://scrapeme.live/wp-content/uploads/2018/08/388.png,154.00,187,"Grove, Pokemon","grotle, Grove, Overgrow",It knows where pure water wells up. It carries fellow Pokémon there on its back.
Torterra,https://scrapeme.live/wp-content/uploads/2018/08/389.png,87.00,146,"Continent, Pokemon","Continent, Overgrow, torterra",Small Pokémon occasionally gather on its unmoving back to begin building their nests.
Chimchar,https://scrapeme.live/wp-content/uploads/2018/08/390.png,143.00,242,"Chimp, Pokemon","Blaze, chimchar, Chimp",The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.
Monferno,https://scrapeme.live/wp-content/uploads/2018/08/391.png,68.00,299,"Playful, Pokemon","Blaze, monferno, Playful",It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.
Infernape,https://scrapeme.live/wp-content/uploads/2018/08/392.png,165.00,82,"Flame, Pokemon","Blaze, Flame, infernape",It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.
Prinplup,https://scrapeme.live/wp-content/uploads/2018/08/394.png,177.00,52,"Penguin, Pokemon","Penguin, prinplup, Torrent",It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.
Empoleon,https://scrapeme.live/wp-content/uploads/2018/08/395.png,42.00,232,"Emperor, Pokemon","Emperor, empoleon, Torrent",The three horns that extend from its beak attest to its power. The leader has the biggest horns.
Starly,https://scrapeme.live/wp-content/uploads/2018/08/396.png,59.00,110,"Pokemon, Starling","Keen Eye, Starling, starly","They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying."
Staravia,https://scrapeme.live/wp-content/uploads/2018/08/397.png,158.00,263,"Pokemon, Starling","Intimidate, staravia, Starling",It lives in forests and fields. Squabbles over territory occur when flocks collide.
Staraptor,https://scrapeme.live/wp-content/uploads/2018/08/398.png,42.00,131,"Pokemon, Predator","Intimidate, Predator, staraptor","When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings."
Bidoof,https://scrapeme.live/wp-content/uploads/2018/08/399.png,128.00,264,"Plump Mouse, Pokemon","bidoof, Plump Mouse, Simple",It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.
Bibarel,https://scrapeme.live/wp-content/uploads/2018/08/400.png,114.00,156,"Beaver, Pokemon","Beaver, bibarel, Simple",It makes its nest by damming streams with bark and mud. It is known as an industrious worker.
Kricketot,https://scrapeme.live/wp-content/uploads/2018/08/401.png,94.00,137,"Cricket, Pokemon","Cricket, kricketot, Shed Skin","When its antennae hit each other, it sounds like the music of a xylophone."
Kricketune,https://scrapeme.live/wp-content/uploads/2018/08/402.png,53.00,186,"Cricket, Pokemon","Cricket, kricketune, Swarm",It signals its emotions with its melodies. Scientists are studying these melodic patterns.
Shinx,https://scrapeme.live/wp-content/uploads/2018/08/403.png,149.00,295,"Flash, Pokemon","Flash, Intimidate, shinx",All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.
Luxio,https://scrapeme.live/wp-content/uploads/2018/08/404.png,168.00,222,"Pokemon, Spark","Intimidate, luxio, Spark",Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
Luxray,https://scrapeme.live/wp-content/uploads/2018/08/405.png,43.00,227,"Gleam Eyes, Pokemon","Gleam Eyes, Intimidate, luxray",Luxray’s ability to see through objects comes in handy when it’s scouting for danger.
Budew,https://scrapeme.live/wp-content/uploads/2018/08/406.png,171.00,62,"Bud, Pokemon","Bud, budew, Poison Point","Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen."
Roserade,https://scrapeme.live/wp-content/uploads/2018/08/407.png,155.00,116,"Bouquet, Pokemon","Bouquet, Poison Point, roserade","With the movements of a dancer, it strikes with whips that are densely lined with poison thorns."
Cranidos,https://scrapeme.live/wp-content/uploads/2018/08/408.png,47.00,98,"Head Butt, Pokemon","cranidos, Head Butt, Mold Breaker","A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts."
Rampardos,https://scrapeme.live/wp-content/uploads/2018/08/409.png,196.00,91,"Head Butt, Pokemon","Head Butt, Mold Breaker, rampardos",Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.
Shieldon,https://scrapeme.live/wp-content/uploads/2018/08/410.png,42.00,284,"Pokemon, Shield","Shield, shieldon, Sturdy",It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.
Bastiodon,https://scrapeme.live/wp-content/uploads/2018/08/411.png,191.00,14,"Pokemon, Shield","bastiodon, Shield, Sturdy",Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.
Burmy,https://scrapeme.live/wp-content/uploads/2018/08/412.png,91.00,266,"Bagworm, Pokemon","Bagworm, burmy, Shed Skin","If its cloak is broken in battle, it quickly remakes the cloak with materials nearby."
Mothim,https://scrapeme.live/wp-content/uploads/2018/08/414.png,177.00,151,"Moth, Pokemon","Moth, mothim, Swarm",It flutters around at night and steals honey from the Combee hive.
Combee,https://scrapeme.live/wp-content/uploads/2018/08/415.png,111.00,254,"Pokemon, Tiny Bee","combee, Honey Gather, Tiny Bee","It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep."
Vespiquen,https://scrapeme.live/wp-content/uploads/2018/08/416.png,104.00,123,"Beehive, Pokemon","Beehive, Pressure, vespiquen",Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.
Pachirisu,https://scrapeme.live/wp-content/uploads/2018/08/417.png,151.00,86,"EleSquirrel, Pokemon","EleSquirrel, pachirisu, Run Away",A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.
Buizel,https://scrapeme.live/wp-content/uploads/2018/08/418.png,55.00,62,"Pokemon, Sea Weasel","buizel, Sea Weasel, Swift Swim",It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.
Floatzel,https://scrapeme.live/wp-content/uploads/2018/08/419.png,40.00,116,"Pokemon, Sea Weasel","floatzel, Sea Weasel, Swift Swim",Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.
Cherubi,https://scrapeme.live/wp-content/uploads/2018/08/420.png,101.00,127,"Cherry, Pokemon","Cherry, cherubi, Chlorophyll",It evolves by sucking the energy out of the small ball where it had been storing nutrients.
Cherrim,https://scrapeme.live/wp-content/uploads/2018/08/421.png,161.00,143,"Blossom, Pokemon","Blossom, cherrim, Flower Gift","If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body."
Shellos,https://scrapeme.live/wp-content/uploads/2018/08/422.png,163.00,149,"Pokemon, Sea Slug","Sea Slug, shellos, Sticky Hold","Its shape and coloration vary, depending on its habitat."
Gastrodon,https://scrapeme.live/wp-content/uploads/2018/08/423.png,148.00,119,"Pokemon, Sea Slug","gastrodon, Sea Slug, Sticky Hold",It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.
Ambipom,https://scrapeme.live/wp-content/uploads/2018/08/424.png,36.00,247,"Long Tail, Pokemon","ambipom, Long Tail, Pickup","To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."
Drifloon,https://scrapeme.live/wp-content/uploads/2018/08/425.png,70.00,84,"Balloon, Pokemon","Aftermath, Balloon, drifloon",These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.
Drifblim,https://scrapeme.live/wp-content/uploads/2018/08/426.png,36.00,233,"Blimp, Pokemon","Aftermath, Blimp, drifblim","It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go."
Buneary,https://scrapeme.live/wp-content/uploads/2018/08/427.png,180.00,204,"Pokemon, Rabbit","buneary, Rabbit, Run Away","When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur."
Lopunny,https://scrapeme.live/wp-content/uploads/2018/08/428.png,123.00,85,"Pokemon, Rabbit","Cute Charm, lopunny, Rabbit","The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs."
Mismagius,https://scrapeme.live/wp-content/uploads/2018/08/429.png,38.00,215,"Magical, Pokemon","Levitate, Magical, mismagius",Its cries sound like incantations to torment the foe. It appears where you least expect it.
Honchkrow,https://scrapeme.live/wp-content/uploads/2018/08/430.png,47.00,56,"Big Boss, Pokemon","Big Boss, honchkrow, Insomnia","Becoming active at night, it is known to swarm with numerous Murkrow in tow."
Glameow,https://scrapeme.live/wp-content/uploads/2018/08/431.png,39.00,96,"Catty, Pokemon","Catty, glameow, Limber","When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon."
Purugly,https://scrapeme.live/wp-content/uploads/2018/08/432.png,128.00,158,"Pokemon, Tiger Cat","Own Tempo, purugly, Tiger Cat","To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails."
Stunky,https://scrapeme.live/wp-content/uploads/2018/08/434.png,106.00,12,"Pokemon, Skunk","Skunk, Stench, stunky",It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.
Skuntank,https://scrapeme.live/wp-content/uploads/2018/08/435.png,112.00,56,"Pokemon, Skunk","Skunk, skuntank, Stench",It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.
Bronzong,https://scrapeme.live/wp-content/uploads/2018/08/437.png,110.00,191,"Bronze Bell, Pokemon","Bronze Bell, bronzong, Levitate",Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.
Bonsly,https://scrapeme.live/wp-content/uploads/2018/08/438.png,106.00,273,"Bonsai, Pokemon","Bonsai, bonsly, Rock Head",It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.
Mime-jr,https://scrapeme.live/wp-content/uploads/2018/08/439.png,170.00,188,"Mime, Pokemon","Mime, mime-jr, Soundproof","It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon."
Happiny,https://scrapeme.live/wp-content/uploads/2018/08/440.png,67.00,270,"Playhouse, Pokemon","happiny, Natural Cure, Playhouse","It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks."
Chatot,https://scrapeme.live/wp-content/uploads/2018/08/441.png,78.00,261,"Music Note, Pokemon","chatot, Keen Eye, Music Note","It can learn and speak human words. If they gather, they all learn the same saying."
Spiritomb,https://scrapeme.live/wp-content/uploads/2018/08/442.png,165.00,51,"Forbidden, Pokemon","Forbidden, Pressure, spiritomb",It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.
Gible,https://scrapeme.live/wp-content/uploads/2018/08/443.png,194.00,178,"Land Shark, Pokemon","gible, Land Shark, Sand Veil","It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
Gabite,https://scrapeme.live/wp-content/uploads/2018/08/444.png,154.00,128,"Cave, Pokemon","Cave, gabite, Sand Veil","As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest."
Garchomp,https://scrapeme.live/wp-content/uploads/2018/08/445.png,62.00,65,"Mach, Pokemon","garchomp, Mach, Sand Veil",It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.
Munchlax,https://scrapeme.live/wp-content/uploads/2018/08/446.png,190.00,239,"Big Eater, Pokemon","Big Eater, munchlax, Pickup",It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.
Riolu,https://scrapeme.live/wp-content/uploads/2018/08/447.png,70.00,86,"Emanation, Pokemon","Emanation, Inner Focus, riolu",The aura that emanates from its body intensifies to alert others if it is afraid or sad.
Lucario,https://scrapeme.live/wp-content/uploads/2018/08/448.png,102.00,24,"Aura, Pokemon","Aura, Inner Focus, lucario","By reading the auras of all things, it can tell how others are feeling from over half a mile away."
Hippopotas,https://scrapeme.live/wp-content/uploads/2018/08/449.png,189.00,231,"Hippo, Pokemon","Hippo, hippopotas, Sand Stream",It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.
Hippowdon,https://scrapeme.live/wp-content/uploads/2018/08/450.png,140.00,273,"Heavyweight, Pokemon","Heavyweight, hippowdon, Sand Stream",It blasts internally stored sand from ports on its body to create a towering twister for attack.
Skorupi,https://scrapeme.live/wp-content/uploads/2018/08/451.png,51.00,42,"Pokemon, Scorpion","Scorpion, skorupi, Sniper",It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.
Drapion,https://scrapeme.live/wp-content/uploads/2018/08/452.png,72.00,273,"Ogre Scorpion, Pokemon","drapion, Ogre Scorpion, Sniper",It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.
Croagunk,https://scrapeme.live/wp-content/uploads/2018/08/453.png,145.00,207,"Pokemon, Toxic Mouth","croagunk, Dry Skin, Toxic Mouth","Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab."
Toxicroak,https://scrapeme.live/wp-content/uploads/2018/08/454.png,145.00,108,"Pokemon, Toxic Mouth","Dry Skin, Toxic Mouth, toxicroak",Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.
Carnivine,https://scrapeme.live/wp-content/uploads/2018/08/455.png,60.00,245,"Bug Catcher, Pokemon","Bug Catcher, carnivine, Levitate",It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.
Finneon,https://scrapeme.live/wp-content/uploads/2018/08/456.png,172.00,66,"Pokemon, Wing Fish","finneon, Swift Swim, Wing Fish","After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
Lumineon,https://scrapeme.live/wp-content/uploads/2018/08/457.png,72.00,76,"Neon, Pokemon","lumineon, Neon, Swift Swim","To avoid detection by predators, it crawls along the seafloor using the two fins on its chest."
Mantyke,https://scrapeme.live/wp-content/uploads/2018/08/458.png,121.00,117,"Kite, Pokemon","Kite, mantyke, Water Absorb","When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back."
Snover,https://scrapeme.live/wp-content/uploads/2018/08/459.png,104.00,143,"Frost Tree, Pokemon","Frost Tree, snover, Snow Warning","In the spring, it grows berries with the texture of frozen treats around its belly."
Abomasnow,https://scrapeme.live/wp-content/uploads/2018/08/460.png,46.00,61,"Frost Tree, Pokemon","abomasnow, Frost Tree, Snow Warning",It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.
Magnezone,https://scrapeme.live/wp-content/uploads/2018/08/462.png,190.00,108,"Magnet Area, Pokemon","Magnet Area, magnezone, Sturdy",It evolved from exposure to a special magnetic field. Three units generate magnetism.
Lickilicky,https://scrapeme.live/wp-content/uploads/2018/08/463.png,101.00,125,"Licking, Pokemon","lickilicky, Licking, Oblivious",Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.
Rhyperior,https://scrapeme.live/wp-content/uploads/2018/08/464.png,79.00,161,"Drill, Pokemon","Drill, Lightning Rod, rhyperior",It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.
Tangrowth,https://scrapeme.live/wp-content/uploads/2018/08/465.png,108.00,136,"Pokemon, Vine","Chlorophyll, tangrowth, Vine","Its vines grow so profusely that, in the warm season, you can’t even see its eyes."
Electivire,https://scrapeme.live/wp-content/uploads/2018/08/466.png,61.00,155,"Pokemon, Thunderbolt","electivire, Motor Drive, Thunderbolt","It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power."
Magmortar,https://scrapeme.live/wp-content/uploads/2018/08/467.png,200.00,149,"Blast, Pokemon","Blast, Flame Body, magmortar","It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles."
Togekiss,https://scrapeme.live/wp-content/uploads/2018/08/468.png,158.00,208,"Jubilee, Pokemon","Jubilee, Serene Grace, togekiss",It shares many blessings with people who respect one another’s rights and avoid needless strife.
Yanmega,https://scrapeme.live/wp-content/uploads/2018/08/469.png,121.00,35,"Ogre Darner, Pokemon","Ogre Darner, Tinted Lens, yanmega",This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.
